Date,SPY_log_return,QQQ_log_return,TLT_log_return
2010-01-05,0.0026438361704368128,0.0,0.006436749783705131
2010-01-06,0.0007039219769202815,-0.006050173450156498,-0.01347698393942908
2010-01-07,0.004212173084038047,0.0006502281485028261,0.0016808132410897198
2010-01-08,0.003322497363556915,0.008196495706621447,-0.000447710274937237
2010-01-11,0.0013956317002873468,-0.0040897551532278155,-0.005503108924123516
2010-01-12,-0.009370296498810018,-0.012589692835392284,0.016972182479428402
2010-01-13,0.008411075868629972,0.012374138414303853,-0.01169404103310525
2010-01-14,0.00270075878351447,0.0008626977981653602,0.013905796097443607
2010-01-15,-0.01128768870398945,-0.01170920983930319,0.006167083200489069
2010-01-19,0.012418037595389132,0.016011003682436683,-0.0028585279175472145
2010-01-20,-0.010220600470636942,-0.014485228316290413,0.010079246376176262
2010-01-21,-0.019416413832991017,-0.009407947217391343,0.004568545559228789
2010-01-22,-0.022544047353144355,-0.029673107741983038,-0.001738040385893934
2010-01-25,0.005114740085117869,0.003390566763221011,-0.00457651099323187
2010-01-26,-0.004199486234319201,0.0009024973525493174,0.0003285853587643523
2010-01-27,0.004745639859137819,0.007860947001139477,-0.0005468483502219971
2010-01-28,-0.011538175109629947,-0.02606435737364316,-0.0005458659891278789
2010-01-29,-0.010928067886932196,-0.01760499806661004,0.008704585334790974
2010-02-01,0.015431083396429042,0.010924481445161893,-0.009119494406506133
2010-02-02,0.012030619322837156,0.00897448722817661,0.0028489452641096286
2010-02-03,-0.004995459722704124,0.005483672835399879,-0.011665009101530826
2010-02-04,-0.03135191896359902,-0.02936336208142729,0.01570408185279386
2010-02-05,0.0020644458259228026,0.008410830230589752,0.002176911992223716
2010-02-08,-0.007245393948818367,-0.007238881605442041,0.0013039161962995153
2010-02-09,0.012481906401306333,0.010259331565841467,-0.010039873265767295
2010-02-10,-0.001960217455003848,-0.0020897310448988096,-0.009587903834902663
2010-02-11,0.010411661989095137,0.014995759360139497,-0.005439729363494568
2010-02-12,-0.0008321346302273746,0.002059061905097757,0.0041110413351718444
2010-02-16,0.015611842667711998,0.012716234961273871,0.0018831261088556722
2010-02-17,0.004727924125176972,0.005624616961146583,-0.011464200211968652
2010-02-18,0.005877790623305589,0.006262823699059931,-0.004038216536220738
2010-02-19,0.0020710113974810518,-0.0004458708547727918,0.005380168756578065
2010-02-22,0.00017999337374991625,-0.0020095710649124187,-0.004144708930985495
2010-02-23,-0.012218339862930762,-0.013048539217090377,0.01548274352060827
2010-02-24,0.009155329162945331,0.010138096537963364,0.0024296571352167237
2010-02-25,-0.001354748583645925,-0.00022391273691436963,0.0056068950337488325
2010-02-26,0.0006322782445368523,0.003580729787013169,0.0051409446996102705
2010-03-01,0.010331566114710717,0.014417969566355743,-0.00043836782110477017
2010-03-02,0.0027664723164897782,0.003078048758407015,-0.0013145772951092876
2010-03-03,0.0008906921895103787,0.0010968939079343454,-0.002524508822212052
2010-03-04,0.003023340598499899,0.0032842504606870704,0.0052618059209639965
2010-03-05,0.01419184826724993,0.014969550368299039,-0.013205673522775697
2010-03-08,0.0001751836525028239,0.0019359847806057623,-0.005220437270960178
2010-03-09,0.0016611975112492399,0.005572415630236532,0.00022317144325577503
2010-03-10,0.0044456407698130265,0.008088323254910396,-0.002563837495364313
2010-03-11,0.004166639604702914,0.0038084789708468974,0.003675879895405885
2010-03-12,8.650812781129497e-05,0.00021146715076918957,0.006209159590761982
2010-03-15,0.00026001059753839336,-0.0025368364912304983,-0.0013270791939373626
2010-03-16,0.007934246380750907,0.006330250355419118,0.007935782019887145
2010-03-17,0.005910058283356438,0.0027310326706619626,0.004273034533726705
2010-03-18,-0.0005126742913402188,0.003350420268474391,-0.0032855088523750316
2010-03-19,-0.005074440571565562,-0.0060669226660758305,0.0009868201738250763
2010-03-22,0.005331727464375001,0.009013952607906973,0.0010944385870649358
2010-03-23,0.007008471475951023,0.00686297679739855,-0.0047167184202997845
2010-03-24,-0.004866113089747809,-0.00477864965225806,-0.018425215500049264
2010-03-25,-0.0016278085487663938,-0.0014587285344839355,-0.006405083052512472
2010-03-26,-0.000600304780078587,0.001042283766558289,0.002814540921211203
2010-03-29,0.006327734731149421,0.004780088587062688,-0.0038298563919404623
2010-03-30,0.0006812489595915788,0.0033123277366955105,0.0031552266232081298
2010-03-31,-0.003412548628895733,-0.004764882675377924,0.006838465062270864
2010-04-01,0.006814009921048245,0.0,-0.002447269550739903
2010-04-05,0.008116695651479268,0.00930049814298292,-0.016778298023002316
2010-04-06,0.002354645628338701,0.002876167422902968,0.0015992764763510885
2010-04-07,-0.005728563598748938,-0.002464314738122532,0.012702892342734251
2010-04-08,0.0034580130925869843,0.002259457492790238,0.00045034254979433333
2010-04-09,0.006545816476892311,0.0059320451981594805,0.0023632594161843066
2010-04-12,0.0015881829751702304,0.0008156777963303525,0.005267705813393231
2010-04-13,0.0007511762661272165,0.005081652997504628,0.00323673375618123
2010-04-14,0.01128555742691467,0.011891700239509428,-0.0070448346096996335
2010-04-15,0.0008247917641758652,0.004398314336193651,0.0011217412286411046
2010-04-16,-0.016040247152416417,-0.012040791593602536,0.007259208979058283
2010-04-19,0.0037630186591126906,-0.000606434885465697,-0.002450683433587024
2010-04-20,0.008891014667609795,0.005037710593364626,0.0035633395054322035
2010-04-21,-0.001821401689282207,0.005612568127140618,0.00819218253574032
2010-04-22,0.0029789800121007353,0.0055814176615878305,-0.0029807652473965796
2010-04-23,0.006506670937862743,0.004165083482257464,-0.003545733944545912
2010-04-26,-0.0037835873915532067,-0.0021798497630398945,0.0011095030238561505
2010-04-27,-0.023934958588316405,-0.021454416915849876,0.013980144856651992
2010-04-28,0.007567601230380715,0.000607777621797108,-0.008563148688565586
2010-04-29,0.0123213500898531,0.017269816075896272,0.004180722225351626
2010-04-30,-0.017107398823674128,-0.019906101837936112,0.011462472076473145
2010-05-03,0.01287857049320824,0.013915418161812366,-0.0013077539333826692
2010-05-04,-0.023795822270143197,-0.030502505481230638,0.017835093964884145
2010-05-05,-0.005973849115457654,-0.00517555484065899,0.005875448734819092
2010-05-06,-0.03377765747442729,-0.033987412337658285,0.030420229064130416
2010-05-07,-0.014986596996264395,-0.025224153919679172,-0.012580141144139053
2010-05-10,0.043098574870714744,0.050665373671398735,-0.020934088435866454
2010-05-11,-0.0028451866048751755,-0.0010469364535779292,-0.002566649023086944
2010-05-12,0.013889549216046671,0.018684329831257236,-0.007634122990199243
2010-05-13,-0.012508689417911448,-0.015963726510132007,0.0065614276775073435
2010-05-14,-0.01827129362195059,-0.0194142730840722,0.017222448296551802
2010-05-17,0.0005262983274887302,0.0031914727730114967,-0.00369569492505539
2010-05-18,-0.013695423328271852,-0.013902525961936734,0.015222110517930385
2010-05-19,-0.005710294286220221,-0.008001114740069929,0.0033289500269523264
2010-05-20,-0.03849068439737615,-0.03783231182656743,0.020860959960676502
2010-05-21,0.014493687712718183,0.01098782513415678,0.001016423710003795
2010-05-24,-0.012914107610400887,-0.004021930659684416,-0.003460138502990875
2010-05-25,0.0010206977473690383,0.0008953579801763706,0.004881040107198573
2010-05-26,-0.00604638965555719,-0.011248916750064281,-0.0028441347020721737
2010-05-27,0.03294907364026762,0.03708672811249503,-0.022949696848646974
2010-05-28,-0.012629078519885614,-0.005904030516344332,0.004570211121573562
2010-06-01,-0.016967139301932933,-0.00925320612048815,0.007004047726447628
2010-06-02,0.025705984407060796,0.02340719436413474,-0.009544374708999154
2010-06-03,0.003438439346096151,0.00946859271248099,-0.007323635073789634
2010-06-04,-0.03576915066149231,-0.03487008432202179,0.026526835049848683
2010-06-07,-0.012529060651480867,-0.01835280301136573,0.007640708747540371
2010-06-08,0.010655325364337345,-0.0018090352831164154,-0.004985588022879844
2010-06-09,-0.0053606545593348175,-0.008408306179662383,-0.0011223385686947845
2010-06-10,0.02881232634475804,0.028127022617403602,-0.018029262282158592
2010-06-11,0.004843974488378549,0.009495078113402562,0.012602834503212115
2010-06-14,-0.0015509082004564298,-0.00021929833123605436,-0.005145920929361329
2010-06-15,0.022482881953359606,0.026465270649746978,-0.0041353601105767746
2010-06-16,-0.0003571258787563074,0.004059727519657293,0.005681862493895741
2010-06-17,0.001606516982499683,0.0031928565581642943,0.00810631019025068
2010-06-18,0.001083515397648236,0.000830388977033818,-0.0016358486682989683
2010-06-21,-0.002868097455309313,-0.008547248053281211,-0.0028710429759092352
2010-06-22,-0.016653684390853477,-0.0077550518618573604,0.011838259666687896
2010-06-23,-0.0031076377139504503,-0.004117703877181202,0.00677483887455136
2010-06-24,-0.016709738045114237,-0.015317829074937396,-0.005963236060339087
2010-06-25,0.004180575983651522,0.00019944312682281616,0.004046999158887431
2010-06-28,-0.003157067443851843,-0.0035411409121450066,0.009344513514670463
2010-06-29,-0.03136177059015403,-0.03933573570287121,0.010843735256575586
2010-06-30,-0.00954540170158604,-0.015334755545339751,0.0067061943403021965
2010-07-01,-0.0044665419662334345,-0.002813354883600419,0.0015753285951356365
2010-07-02,-0.005464581731963157,-0.0028218076335309603,-0.008004726410503694
2010-07-06,0.006534676904800295,0.0030559568962237964,0.008202107927472705
2010-07-07,0.031010614203971883,0.03142624060223813,-0.011780375573649235
2010-07-08,0.00984656028064741,0.0054446807291884105,-0.006392627058264845
2010-07-09,0.007437402659788628,0.009457559092101957,-0.005728469078711378
2010-07-12,0.0006485284720840695,0.002909213529339752,-0.00040386609656568027
2010-07-13,0.014975708257264726,0.012877338374886376,-0.008606671247625342
2010-07-14,-9.148200860213555e-05,0.005061770733443623,0.010018454326427015
2010-07-15,0.0002735894579514645,0.0008770848074826557,0.009917331090219611
2010-07-16,-0.027920608239787984,-0.02802049804056857,0.00487336449231065
2010-07-19,0.005888921594381806,0.008533600061496425,-0.00616953149104599
2010-07-20,0.011030794843109207,0.012002736384686023,0.0014962676043681566
2010-07-21,-0.013083351916258184,-0.013793417523688201,0.01680214492395539
2010-07-22,0.022075902934255355,0.02499847245686657,-0.011632724857700836
2010-07-23,0.008641799686770892,0.0063168060835407155,-0.010666371149242777
2010-07-26,0.010362133262330642,0.00821585749268789,-0.0017056637161929216
2010-07-27,-8.965139917827569e-05,-0.0004311269982826883,-0.009684146161685656
2010-07-28,-0.006475383520858791,-0.008002524472335829,0.0032387246514501847
2010-07-29,-0.004884112061699012,-0.0074108516269729054,-0.00030389396461603485
2010-07-30,-0.0001817433399467857,0.002185380392761006,0.015445962406105448
2010-08-02,0.022329775840063112,0.018599172848823623,-0.014137528749318973
2010-08-03,-0.004800044958884928,-0.004294367465774092,0.005755357615005664
2010-08-04,0.006660783537045411,0.010063289536553506,-0.007681887923186238
2010-08-05,-0.0010626371278732848,-0.0023463202520242732,0.004656638259796997
2010-08-06,-0.004084701646443632,-0.0014959588098035592,0.01084800750775089
2010-08-09,0.005324380070334136,0.006820328039998803,-0.00370292297447187
